name,sku,category,quantity,unit price,ext price,date
Berge LLC,AS-93055,Shirt,11,36.86,405.46,2014-01-01 08:13:10
Cole-Eichmann,KV-99194,Shirt,5,52.07,260.35,2014-09-17 06:06:34
"Volkman, Goyette and Lemke",AS-93055,Shirt,19,71.71,1362.49,2013-12-29 04:27:13
"Volkman, Goyette and Lemke",KV-99194,Shirt,3,71.09,213.27,2013-11-16 02:18:39
"Ernser, Cruickshank and Lind",KV-99194,Shirt,7,60.04,420.28,2013-12-14 15:26:14
Kilback-Gerlach,KV-99194,Shirt,5,55.82,279.1,2014-05-24 05:01:20
Berge LLC,KV-99194,Shirt,16,24.13,386.08,2013-12-20 01:56:23
Waters-Walker,WJ-02096,Belt,20,62.39,1247.8,2014-04-19 16:00:54
Koelpin PLC,FK-71853,Shirt,2,83.01,166.02,2014-01-05 22:32:10
"Ernser, Cruickshank and Lind",GS-86623,Shoes,2,58.61,117.22,2014-04-25 18:15:52
Hegmann and Sons,LW-86841,Shoes,15,98.54,1478.1,2014-09-04 06:01:32
Waelchi-Fahey,WJ-02096,Belt,15,20.03,300.45,2014-09-06 09:47:38
Waters-Walker,VG-32047,Shirt,17,71.32,1212.44,2014-09-16 10:45:19
Kilback-Gerlach,VG-32047,Shirt,10,55.04,550.4,2014-08-19 17:39:10
Waters-Walker,QN-82852,Belt,19,95.37,1812.03,2014-05-20 09:39:21
"Volkman, Goyette and Lemke",LW-86841,Shoes,16,19.83,317.28,2014-09-03 12:10:24
Cole-Eichmann,WJ-02096,Belt,5,50.88,254.4,2014-02-15 03:16:45
"Senger, Upton and Breitenberg",MJ-21460,Shoes,17,36.81,625.77,2013-12-05 23:10:45
Hegmann and Sons,VG-32047,Shirt,4,42.78,171.12,2014-03-07 04:28:42
Cole-Eichmann,VG-32047,Shirt,6,87.35,524.1,2013-12-12 21:41:39
"Kuphal, Zieme and Kub",QN-82852,Belt,10,59.42,594.2,2014-06-11 12:10:16
"Volkman, Goyette and Lemke",LL-46261,Shoes,3,30.8,92.4,2014-01-29 11:47:43
Berge LLC,MJ-21460,Shoes,14,74.75,1046.5,2014-02-06 23:35:03
Koelpin PLC,LW-86841,Shoes,12,73.7,884.4,2014-03-12 01:27:20
"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,10,36.3,363,2014-04-14 22:51:06
Waters-Walker,GS-86623,Shoes,10,75.72,757.2,2014-01-31 09:09:36
"Kihn, McClure and Denesik",AS-93055,Shirt,14,73.07,1022.98,2013-11-29 18:17:10
Koelpin PLC,VG-32047,Shirt,19,76.09,1445.71,2014-08-04 04:24:32
Waters-Walker,VG-32047,Shirt,13,45.42,590.46,2013-12-29 21:47:14
Koelpin PLC,WJ-02096,Belt,10,65.97,659.7,2014-03-19 04:16:23
Koelpin PLC,WJ-02096,Belt,2,20.06,40.12,2014-05-31 02:07:45
Carroll PLC,GS-86623,Shoes,3,62.25,186.75,2014-03-26 00:33:22
Waelchi-Fahey,KV-99194,Shirt,6,86.2,517.2,2013-11-14 19:38:21
"Kihn, McClure and Denesik",GS-86623,Shoes,14,23.97,335.58,2013-12-01 12:17:58
Gorczany-Hahn,QN-82852,Belt,10,10.06,100.6,2014-03-08 10:50:44
"Kuphal, Zieme and Kub",GS-86623,Shoes,7,34.71,242.97,2014-04-29 04:10:38
"Senger, Upton and Breitenberg",AS-93055,Shirt,14,31.36,439.04,2014-01-12 16:01:32
"Ernser, Cruickshank and Lind",LW-86841,Shoes,1,96.74,96.74,2014-04-30 16:25:44
Hegmann and Sons,QN-82852,Belt,1,93.93,93.93,2014-03-18 14:44:49
Hamill-Hackett,AS-93055,Shirt,9,58.32,524.88,2013-12-16 15:10:41
Carroll PLC,LL-46261,Shoes,8,58.48,467.84,2014-05-31 00:30:56
"Kihn, McClure and Denesik",WJ-02096,Belt,6,68.7,412.2,2013-12-07 08:40:13
"Kihn, McClure and Denesik",LW-86841,Shoes,4,65.73,262.92,2014-06-04 13:29:57
"Ernser, Cruickshank and Lind",VG-32047,Shirt,8,60.4,483.2,2013-12-26 04:26:05
Waters-Walker,KV-99194,Shirt,20,49.97,999.4,2014-04-28 20:35:33
Kilback-Gerlach,KV-99194,Shirt,19,38.38,729.22,2014-05-25 09:18:43
Berge LLC,LW-86841,Shoes,11,72.2,794.2,2013-11-13 21:15:53
Waelchi-Fahey,KV-99194,Shirt,13,32.24,419.12,2013-12-22 05:25:56
"Volkman, Goyette and Lemke",LL-46261,Shoes,8,95.39,763.12,2014-01-12 00:59:09
Waelchi-Fahey,WJ-02096,Belt,5,73.03,365.15,2014-01-23 12:48:34
Carroll PLC,VG-32047,Shirt,11,33.31,366.41,2014-07-29 15:09:19
"Senger, Upton and Breitenberg",QN-82852,Belt,3,65.52,196.56,2014-04-02 22:23:07
Huel-Haag,GS-86623,Shoes,5,45.24,226.2,2013-12-12 03:58:09
Huel-Haag,FK-71853,Shirt,20,81.79,1635.8,2014-09-23 04:52:44
Hegmann and Sons,AS-93055,Shirt,7,91.68,641.76,2013-11-10 14:15:25
"Kuphal, Zieme and Kub",GS-86623,Shoes,16,68.37,1093.92,2014-01-25 17:14:26
Carroll PLC,GS-86623,Shoes,20,66.43,1328.6,2013-12-30 09:47:58
"Senger, Upton and Breitenberg",FK-71853,Shirt,3,97.08,291.24,2014-01-28 10:18:57
Waelchi-Fahey,LW-86841,Shoes,11,99.58,1095.38,2014-08-16 12:51:50
Kunze Inc,FK-71853,Shirt,6,63.84,383.04,2014-01-06 17:32:46
"Kihn, McClure and Denesik",FK-71853,Shirt,11,75.07,825.77,2014-06-23 22:07:37
Berge LLC,FK-71853,Shirt,6,17.54,105.24,2014-08-19 04:51:46
Gorczany-Hahn,KV-99194,Shirt,19,71.61,1360.59,2014-06-11 12:52:36
Cole-Eichmann,QN-82852,Belt,17,92.49,1572.33,2013-12-30 08:52:54
Cole-Eichmann,LW-86841,Shoes,1,40.04,40.04,2014-05-04 08:13:07
"Kihn, McClure and Denesik",KV-99194,Shirt,6,92.02,552.12,2014-06-20 23:33:17
Waters-Walker,KV-99194,Shirt,12,66.41,796.92,2014-04-02 00:13:13
Cole-Eichmann,GS-86623,Shoes,13,53.32,693.16,2013-11-09 01:35:47
"Kuphal, Zieme and Kub",LL-46261,Shoes,7,48.69,340.83,2014-07-29 18:34:42
Berge LLC,WJ-02096,Belt,18,75.81,1364.58,2013-12-08 08:54:42
Cole-Eichmann,MJ-21460,Shoes,4,89.88,359.52,2014-06-28 09:15:38
Hegmann and Sons,LW-86841,Shoes,10,73.73,737.3,2014-10-08 20:26:26
Carroll PLC,AS-93055,Shirt,19,67.1,1274.9,2014-06-20 16:14:34
Waelchi-Fahey,WJ-02096,Belt,17,62.47,1061.99,2014-06-16 14:44:12
"Kihn, McClure and Denesik",QN-82852,Belt,12,29.83,357.96,2014-01-27 07:20:04
"Kihn, McClure and Denesik",QN-82852,Belt,18,24.57,442.26,2014-04-03 13:47:21
"Kuphal, Zieme and Kub",KV-99194,Shirt,1,27.41,27.41,2014-08-10 21:23:09
Heidenreich-Bosco,GS-86623,Shoes,9,92.9,836.1,2014-05-16 07:08:48
Waters-Walker,AS-93055,Shirt,9,95.16,856.44,2013-12-03 07:38:11
"Senger, Upton and Breitenberg",FK-71853,Shirt,7,77.52,542.64,2014-08-26 18:28:56
Kilback-Gerlach,MJ-21460,Shoes,14,40.64,568.96,2014-10-21 15:55:43
Cole-Eichmann,GS-86623,Shoes,5,54.09,270.45,2014-10-19 21:08:59
Gorczany-Hahn,FK-71853,Shirt,17,62.6,1064.2,2013-12-15 18:40:06
"Kihn, McClure and Denesik",WJ-02096,Belt,18,93.91,1690.38,2014-08-11 18:42:50
Kilback-Gerlach,LW-86841,Shoes,11,29.2,321.2,2013-12-26 04:44:50
Huel-Haag,AS-93055,Shirt,9,23.99,215.91,2014-08-04 09:20:38
"Senger, Upton and Breitenberg",LW-86841,Shoes,16,92.41,1478.56,2014-05-25 15:09:33
"Ernser, Cruickshank and Lind",LW-86841,Shoes,2,17.89,35.78,2014-08-30 15:52:20
Hamill-Hackett,LL-46261,Shoes,19,47.71,906.49,2013-12-16 00:12:31
Kunze Inc,WJ-02096,Belt,9,76.78,691.02,2013-12-29 01:08:35
"Volkman, Goyette and Lemke",GS-86623,Shoes,18,76.54,1377.72,2014-01-21 02:04:48
Huel-Haag,AS-93055,Shirt,5,63.59,317.95,2014-02-08 20:17:34
Cole-Eichmann,LL-46261,Shoes,20,53.25,1065,2013-12-10 12:10:01
Koelpin PLC,LL-46261,Shoes,7,91.2,638.4,2014-02-28 18:14:54
Carroll PLC,LW-86841,Shoes,8,95.17,761.36,2014-07-18 09:26:00
Hegmann and Sons,WJ-02096,Belt,11,54.79,602.69,2014-05-20 14:10:47
Koelpin PLC,LL-46261,Shoes,3,62.68,188.04,2014-01-14 23:34:45
Hamill-Hackett,GS-86623,Shoes,10,72.15,721.5,2014-04-07 09:45:23
"Davis, Kshlerin and Reilly",VG-32047,Shirt,1,78.93,78.93,2014-02-24 00:46:07
"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,20,37.75,755,2013-12-24 08:34:32
"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,6,41.95,251.7,2013-12-09 23:19:11
Hamill-Hackett,LW-86841,Shoes,11,91.04,1001.44,2014-05-30 04:37:34
Koelpin PLC,MJ-21460,Shoes,18,29.75,535.5,2014-10-10 12:44:46
"Senger, Upton and Breitenberg",LW-86841,Shoes,4,46.09,184.36,2014-07-23 09:02:37
"Senger, Upton and Breitenberg",KV-99194,Shirt,17,94.19,1601.23,2014-01-17 12:05:59
Hegmann and Sons,AS-93055,Shirt,9,76.23,686.07,2014-03-22 11:25:47
Carroll PLC,LL-46261,Shoes,12,39.49,473.88,2014-05-22 17:50:01
Berge LLC,KV-99194,Shirt,6,88.31,529.86,2013-12-23 16:08:03
Berge LLC,VG-32047,Shirt,11,58.29,641.19,2014-04-23 09:49:39
Kunze Inc,KV-99194,Shirt,17,80.5,1368.5,2014-08-21 15:51:34
Waelchi-Fahey,VG-32047,Shirt,4,40.8,163.2,2014-04-26 23:38:33
Hegmann and Sons,AS-93055,Shirt,7,73.69,515.83,2014-09-11 02:00:52
"Volkman, Goyette and Lemke",FK-71853,Shirt,3,63.58,190.74,2014-04-20 20:45:20
"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,1,65.61,65.61,2013-10-30 09:34:40
"Kihn, McClure and Denesik",GS-86623,Shoes,13,72.07,936.91,2014-02-22 13:36:56
Hegmann and Sons,MJ-21460,Shoes,14,36.6,512.4,2014-07-01 22:27:00
"Ernser, Cruickshank and Lind",VG-32047,Shirt,14,38.93,545.02,2013-12-23 14:57:03
Berge LLC,FK-71853,Shirt,7,51.72,362.04,2013-12-07 09:43:31
Huel-Haag,FK-71853,Shirt,14,51.11,715.54,2013-12-18 06:44:56
"Ernser, Cruickshank and Lind",LW-86841,Shoes,4,93.9,375.6,2013-11-16 08:42:24
Cole-Eichmann,LW-86841,Shoes,15,17.68,265.2,2013-11-04 20:12:32
Kunze Inc,FK-71853,Shirt,11,85.24,937.64,2014-07-15 19:12:33
Cole-Eichmann,QN-82852,Belt,2,53.38,106.76,2014-09-12 09:29:52
"Volkman, Goyette and Lemke",FK-71853,Shirt,12,39.64,475.68,2014-10-15 01:53:52
"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,6,83.6,501.6,2013-11-27 21:04:11
Huel-Haag,FK-71853,Shirt,8,74.64,597.12,2014-03-06 03:36:31
"Kuphal, Zieme and Kub",AS-93055,Shirt,18,13.67,246.06,2014-05-11 20:21:19
Kunze Inc,LL-46261,Shoes,11,72.69,799.59,2013-10-23 15:54:16
"Volkman, Goyette and Lemke",WJ-02096,Belt,7,23.04,161.28,2014-09-01 01:15:01
Hamill-Hackett,AS-93055,Shirt,3,50.86,152.58,2014-10-04 23:43:05
Hamill-Hackett,MJ-21460,Shoes,6,17.46,104.76,2014-05-22 06:36:25
Waters-Walker,QN-82852,Belt,11,44.93,494.23,2014-06-19 04:21:18
Kunze Inc,LW-86841,Shoes,18,44.87,807.66,2014-07-12 18:59:33
"Volkman, Goyette and Lemke",WJ-02096,Belt,6,54.49,326.94,2014-04-14 11:01:03
Cole-Eichmann,VG-32047,Shirt,9,41.58,374.22,2014-06-21 21:58:56
Kunze Inc,LL-46261,Shoes,8,80.6,644.8,2013-12-05 20:18:00
Hegmann and Sons,MJ-21460,Shoes,19,67.55,1283.45,2014-06-21 20:12:03
"Davis, Kshlerin and Reilly",WJ-02096,Belt,5,16.32,81.6,2013-11-17 08:52:44
"Kuphal, Zieme and Kub",VG-32047,Shirt,15,21.39,320.85,2013-12-07 12:59:30
Cole-Eichmann,QN-82852,Belt,19,99.9,1898.1,2014-04-23 22:30:58
"Kihn, McClure and Denesik",AS-93055,Shirt,7,48.05,336.35,2014-02-04 09:34:00
"Kihn, McClure and Denesik",QN-82852,Belt,18,94.04,1692.72,2014-07-25 18:30:19
"Ernser, Cruickshank and Lind",AS-93055,Shirt,15,94,1410,2014-07-22 11:45:36
Koelpin PLC,GS-86623,Shoes,5,26.55,132.75,2013-11-22 05:59:05
"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,5,64.85,324.25,2014-05-13 16:03:58
Berge LLC,QN-82852,Belt,5,16.73,83.65,2014-03-01 13:41:40
"Ernser, Cruickshank and Lind",LL-46261,Shoes,7,46.6,326.2,2014-09-06 15:20:19
Heidenreich-Bosco,QN-82852,Belt,6,48.13,288.78,2013-11-04 03:41:41
Carroll PLC,FK-71853,Shirt,3,55.6,166.8,2013-11-27 18:35:28
Carroll PLC,LL-46261,Shoes,19,78.56,1492.64,2014-07-19 20:45:37
Koelpin PLC,QN-82852,Belt,5,25.46,127.3,2013-10-23 07:39:47
"Kerluke, Reilly and Bechtelar",WJ-02096,Belt,9,43.28,389.52,2014-08-24 22:30:54
"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,15,41.15,617.25,2014-02-12 05:07:04
"Volkman, Goyette and Lemke",FK-71853,Shirt,19,39.29,746.51,2014-03-21 14:27:33
"Kihn, McClure and Denesik",QN-82852,Belt,9,46.44,417.96,2014-07-02 06:59:14
Waelchi-Fahey,QN-82852,Belt,1,95.03,95.03,2014-03-31 10:31:43
Heidenreich-Bosco,FK-71853,Shirt,16,82.77,1324.32,2014-07-21 08:11:22
Hamill-Hackett,LL-46261,Shoes,6,72.06,432.36,2014-08-10 14:34:54
Waelchi-Fahey,MJ-21460,Shoes,5,43.64,218.2,2014-01-30 19:04:33
"Kuphal, Zieme and Kub",LW-86841,Shoes,2,76.42,152.84,2014-09-09 14:28:18
Waelchi-Fahey,VG-32047,Shirt,11,25.74,283.14,2014-02-06 22:09:58
"Senger, Upton and Breitenberg",WJ-02096,Belt,2,40.68,81.36,2014-06-20 03:39:40
Waelchi-Fahey,WJ-02096,Belt,4,12.66,50.64,2014-06-01 03:07:50
"Senger, Upton and Breitenberg",VG-32047,Shirt,3,21.25,63.75,2014-03-08 05:49:21
"Kihn, McClure and Denesik",FK-71853,Shirt,16,96.47,1543.52,2014-03-17 15:44:50
"Volkman, Goyette and Lemke",GS-86623,Shoes,9,34.83,313.47,2014-01-28 15:52:04
Hegmann and Sons,KV-99194,Shirt,1,24.9,24.9,2014-07-05 14:02:45
"Senger, Upton and Breitenberg",KV-99194,Shirt,11,19.26,211.86,2013-12-01 21:23:11
"Ernser, Cruickshank and Lind",VG-32047,Shirt,7,84.46,591.22,2013-11-15 23:56:38
Kunze Inc,LW-86841,Shoes,14,62.03,868.42,2014-03-29 03:29:59
"Kuphal, Zieme and Kub",KV-99194,Shirt,3,79,237,2013-11-26 08:15:06
Kilback-Gerlach,KV-99194,Shirt,12,31.44,377.28,2013-12-15 21:44:27
Hegmann and Sons,WJ-02096,Belt,2,73.96,147.92,2013-12-08 04:33:54
Gorczany-Hahn,QN-82852,Belt,18,18.41,331.38,2014-05-07 04:59:51
"Ernser, Cruickshank and Lind",QN-82852,Belt,18,39.11,703.98,2014-01-19 06:06:01
Gorczany-Hahn,FK-71853,Shirt,5,94.62,473.1,2014-02-14 22:33:04
"Senger, Upton and Breitenberg",WJ-02096,Belt,7,50.85,355.95,2014-07-25 14:33:33
Gorczany-Hahn,AS-93055,Shirt,7,45.14,315.98,2014-04-13 09:02:34
Carroll PLC,FK-71853,Shirt,6,15.69,94.14,2014-05-09 02:08:03
Heidenreich-Bosco,QN-82852,Belt,10,76.76,767.6,2013-12-08 18:53:38
Kunze Inc,LW-86841,Shoes,20,53.03,1060.6,2014-08-20 20:57:38
Huel-Haag,GS-86623,Shoes,2,78.64,157.28,2014-04-24 06:13:24
Waters-Walker,QN-82852,Belt,19,72.11,1370.09,2014-02-22 07:22:10
"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,16,33.21,531.36,2014-09-05 17:43:19
Kunze Inc,AS-93055,Shirt,8,59.23,473.84,2014-04-15 02:11:56
Waters-Walker,LL-46261,Shoes,13,81.45,1058.85,2013-11-02 14:31:09
Gorczany-Hahn,AS-93055,Shirt,3,61.04,183.12,2014-05-26 22:06:38
Kunze Inc,AS-93055,Shirt,2,39.31,78.62,2014-03-05 15:04:43
Hegmann and Sons,FK-71853,Shirt,7,60.29,422.03,2014-08-15 15:41:54
"Kuphal, Zieme and Kub",MJ-21460,Shoes,14,46.43,650.02,2014-05-17 10:02:32
"Volkman, Goyette and Lemke",WJ-02096,Belt,15,15.12,226.8,2014-03-16 15:37:39
Carroll PLC,LL-46261,Shoes,8,51.47,411.76,2014-01-09 11:37:20
Berge LLC,MJ-21460,Shoes,15,91.88,1378.2,2013-12-10 12:02:09
Carroll PLC,VG-32047,Shirt,16,82.36,1317.76,2014-03-24 12:29:30
Heidenreich-Bosco,LL-46261,Shoes,8,84.24,673.92,2014-04-18 19:19:35
Waelchi-Fahey,GS-86623,Shoes,10,88.36,883.6,2014-08-24 23:09:27
Hamill-Hackett,LW-86841,Shoes,10,47.2,472,2014-05-05 18:51:45
"Senger, Upton and Breitenberg",WJ-02096,Belt,20,51.16,1023.2,2013-10-31 15:48:14
Huel-Haag,KV-99194,Shirt,3,55.75,167.25,2013-11-22 04:34:56
Koelpin PLC,MJ-21460,Shoes,13,81.58,1060.54,2014-02-10 01:33:21
"Kihn, McClure and Denesik",VG-32047,Shirt,1,13.47,13.47,2014-08-07 04:18:29
Hamill-Hackett,VG-32047,Shirt,11,23.33,256.63,2013-12-29 02:31:41
Heidenreich-Bosco,WJ-02096,Belt,12,84.23,1010.76,2014-01-28 00:34:31
Waelchi-Fahey,LL-46261,Shoes,17,98.86,1680.62,2014-05-10 02:37:09
Kunze Inc,KV-99194,Shirt,5,12.07,60.35,2013-10-24 08:39:48
Hamill-Hackett,AS-93055,Shirt,8,87.5,700,2014-01-26 12:58:22
Waelchi-Fahey,VG-32047,Shirt,8,63.37,506.96,2014-05-02 01:13:09
Hegmann and Sons,FK-71853,Shirt,9,87.07,783.63,2014-09-10 21:37:02
Heidenreich-Bosco,KV-99194,Shirt,2,88.57,177.14,2013-12-31 08:53:19
"Kuphal, Zieme and Kub",MJ-21460,Shoes,1,16.29,16.29,2014-04-25 04:33:22
Koelpin PLC,GS-86623,Shoes,8,55.16,441.28,2014-08-14 03:02:46
Cole-Eichmann,MJ-21460,Shoes,20,25.66,513.2,2014-03-24 03:39:51
Heidenreich-Bosco,LL-46261,Shoes,13,19.69,255.97,2014-01-28 23:58:09
"Davis, Kshlerin and Reilly",MJ-21460,Shoes,3,71.28,213.84,2014-08-07 10:01:03
Hegmann and Sons,QN-82852,Belt,6,57.14,342.84,2014-08-24 06:07:33
Waelchi-Fahey,MJ-21460,Shoes,3,97.92,293.76,2014-08-03 14:44:21
"Ernser, Cruickshank and Lind",VG-32047,Shirt,9,60.94,548.46,2014-09-14 01:36:31
Waters-Walker,LL-46261,Shoes,6,51.18,307.08,2014-07-31 17:50:40
Waelchi-Fahey,FK-71853,Shirt,18,62.58,1126.44,2014-03-31 08:44:34
"Volkman, Goyette and Lemke",FK-71853,Shirt,13,77.42,1006.46,2014-07-16 00:38:04
Waters-Walker,LL-46261,Shoes,11,36.49,401.39,2013-12-26 18:47:55
"Davis, Kshlerin and Reilly",KV-99194,Shirt,17,57.5,977.5,2014-02-25 14:46:40
Carroll PLC,WJ-02096,Belt,17,76.08,1293.36,2013-11-14 23:35:37
Waelchi-Fahey,FK-71853,Shirt,14,11.91,166.74,2014-03-09 23:23:06
Kunze Inc,LW-86841,Shoes,17,82.86,1408.62,2014-10-02 16:34:54
"Senger, Upton and Breitenberg",QN-82852,Belt,16,51.93,830.88,2014-01-17 08:36:29
"Kuphal, Zieme and Kub",LL-46261,Shoes,17,96.71,1644.07,2014-09-04 18:21:15
Gorczany-Hahn,QN-82852,Belt,15,25.75,386.25,2013-11-30 12:14:42
Kunze Inc,AS-93055,Shirt,6,38.77,232.62,2014-06-19 22:24:10
Huel-Haag,LW-86841,Shoes,6,52.93,317.58,2013-12-03 02:57:43
Kilback-Gerlach,MJ-21460,Shoes,17,97.99,1665.83,2014-01-15 22:54:28
Waelchi-Fahey,QN-82852,Belt,10,36.72,367.2,2014-06-18 14:02:05
Berge LLC,MJ-21460,Shoes,9,84.43,759.87,2014-06-23 09:12:45
"Volkman, Goyette and Lemke",GS-86623,Shoes,11,68.13,749.43,2014-05-09 09:32:44
"Kuphal, Zieme and Kub",VG-32047,Shirt,6,92.62,555.72,2014-06-19 12:30:22
Cole-Eichmann,KV-99194,Shirt,8,51.86,414.88,2013-11-23 02:03:48
"Volkman, Goyette and Lemke",AS-93055,Shirt,19,52.45,996.55,2014-08-08 03:00:19
Huel-Haag,KV-99194,Shirt,19,32.23,612.37,2014-10-02 01:11:44
"Kerluke, Reilly and Bechtelar",QN-82852,Belt,4,61.06,244.24,2014-05-09 03:27:55
Kilback-Gerlach,AS-93055,Shirt,11,44.56,490.16,2014-02-23 05:35:58
Gorczany-Hahn,WJ-02096,Belt,1,58.03,58.03,2013-12-11 14:01:46
"Kihn, McClure and Denesik",QN-82852,Belt,11,39.89,438.79,2014-05-18 15:53:12
Hegmann and Sons,MJ-21460,Shoes,18,51.46,926.28,2014-07-08 18:37:36
Hamill-Hackett,AS-93055,Shirt,12,92.28,1107.36,2014-04-28 21:34:27
Gorczany-Hahn,FK-71853,Shirt,20,32.53,650.6,2014-10-22 10:04:21
Huel-Haag,VG-32047,Shirt,6,67.49,404.94,2014-09-17 12:35:31
Carroll PLC,VG-32047,Shirt,11,14.92,164.12,2014-01-14 05:53:11
"Kuphal, Zieme and Kub",MJ-21460,Shoes,3,16.5,49.5,2014-08-09 14:56:26
Berge LLC,WJ-02096,Belt,20,25.09,501.8,2014-02-15 00:17:15
Kilback-Gerlach,KV-99194,Shirt,20,72.86,1457.2,2013-12-27 03:41:18
Huel-Haag,WJ-02096,Belt,4,60.95,243.8,2014-01-20 10:14:17
Hamill-Hackett,QN-82852,Belt,12,47.05,564.6,2013-10-24 07:27:44
Kunze Inc,VG-32047,Shirt,20,36,720,2013-11-19 04:49:59
"Ernser, Cruickshank and Lind",LW-86841,Shoes,3,25.52,76.56,2013-12-15 23:23:29
Heidenreich-Bosco,QN-82852,Belt,3,43.89,131.67,2014-02-06 22:02:39
Heidenreich-Bosco,LL-46261,Shoes,6,55.68,334.08,2014-02-25 02:43:31
Berge LLC,KV-99194,Shirt,13,21.76,282.88,2014-09-16 19:43:28
Waelchi-Fahey,VG-32047,Shirt,14,85.44,1196.16,2014-06-04 14:34:07
Kilback-Gerlach,AS-93055,Shirt,20,88.71,1774.2,2014-08-14 19:08:27
"Senger, Upton and Breitenberg",LW-86841,Shoes,1,32.44,32.44,2014-06-21 04:34:22
"Kihn, McClure and Denesik",FK-71853,Shirt,12,40.53,486.36,2014-03-06 03:01:26
Kilback-Gerlach,LL-46261,Shoes,8,41.95,335.6,2014-05-18 00:50:58
Heidenreich-Bosco,KV-99194,Shirt,3,41.04,123.12,2014-10-09 15:27:45
"Volkman, Goyette and Lemke",AS-93055,Shirt,4,65.64,262.56,2014-02-15 17:07:56
Berge LLC,FK-71853,Shirt,4,59,236,2014-08-15 07:13:09
Carroll PLC,GS-86623,Shoes,19,20.01,380.19,2013-11-20 14:26:00
Kilback-Gerlach,LL-46261,Shoes,18,37.06,667.08,2014-07-09 17:04:57
"Senger, Upton and Breitenberg",QN-82852,Belt,8,13.41,107.28,2013-12-21 04:32:13
Gorczany-Hahn,AS-93055,Shirt,19,36.84,699.96,2014-09-13 06:33:24
Waelchi-Fahey,KV-99194,Shirt,18,13.47,242.46,2014-03-25 04:34:58
"Kuphal, Zieme and Kub",LW-86841,Shoes,11,87.09,957.99,2013-10-22 16:08:40
Koelpin PLC,QN-82852,Belt,19,18.85,358.15,2014-07-02 12:21:25
Kunze Inc,LW-86841,Shoes,7,56.99,398.93,2014-06-25 22:06:27
Gorczany-Hahn,AS-93055,Shirt,20,31.99,639.8,2014-09-15 19:14:27
Huel-Haag,GS-86623,Shoes,14,27.24,381.36,2014-03-14 04:16:47
"Kihn, McClure and Denesik",LW-86841,Shoes,11,51.07,561.77,2014-03-06 09:21:00
Hegmann and Sons,GS-86623,Shoes,11,40.32,443.52,2014-02-07 07:39:54
"Kihn, McClure and Denesik",WJ-02096,Belt,19,62.8,1193.2,2014-08-27 15:48:09
Gorczany-Hahn,LW-86841,Shoes,5,33.56,167.8,2014-09-20 07:43:39
"Kuphal, Zieme and Kub",FK-71853,Shirt,17,60.22,1023.74,2014-09-26 18:44:51
Carroll PLC,GS-86623,Shoes,8,21.41,171.28,2014-09-11 18:45:17
Carroll PLC,KV-99194,Shirt,13,43.03,559.39,2014-01-20 19:43:09
Waters-Walker,LL-46261,Shoes,11,76.8,844.8,2014-02-23 18:36:40
Kunze Inc,MJ-21460,Shoes,12,81.66,979.92,2014-09-04 03:23:22
Cole-Eichmann,FK-71853,Shirt,16,63.2,1011.2,2014-06-22 09:34:54
Kilback-Gerlach,LW-86841,Shoes,1,95.18,95.18,2013-11-16 10:27:30
Koelpin PLC,VG-32047,Shirt,10,20.2,202,2014-10-02 18:38:33
"Davis, Kshlerin and Reilly",LL-46261,Shoes,15,59.34,890.1,2013-12-04 02:43:20
Carroll PLC,WJ-02096,Belt,16,91.77,1468.32,2014-02-23 18:10:13
Berge LLC,MJ-21460,Shoes,4,87.65,350.6,2014-04-26 20:59:35
Kilback-Gerlach,LL-46261,Shoes,13,34.4,447.2,2014-04-27 02:17:28
Berge LLC,LL-46261,Shoes,18,44.89,808.02,2014-05-28 15:41:26
"Senger, Upton and Breitenberg",LL-46261,Shoes,15,75,1125,2014-09-25 18:00:19
"Senger, Upton and Breitenberg",MJ-21460,Shoes,8,19.05,152.4,2014-01-08 00:39:35
Gorczany-Hahn,WJ-02096,Belt,5,13.31,66.55,2014-06-02 11:41:36
Huel-Haag,KV-99194,Shirt,5,58.12,290.6,2014-08-02 12:08:32
Hamill-Hackett,LL-46261,Shoes,19,58.95,1120.05,2014-03-12 06:27:02
"Kihn, McClure and Denesik",GS-86623,Shoes,16,51.28,820.48,2013-12-19 05:40:26
Waelchi-Fahey,KV-99194,Shirt,2,35.44,70.88,2013-10-25 14:47:00
"Ernser, Cruickshank and Lind",KV-99194,Shirt,16,79.23,1267.68,2014-09-20 09:36:03
Hegmann and Sons,LW-86841,Shoes,2,19.42,38.84,2014-08-23 03:19:29
Waters-Walker,KV-99194,Shirt,9,70.81,637.29,2014-01-30 11:06:55
"Ernser, Cruickshank and Lind",WJ-02096,Belt,10,27.65,276.5,2014-08-05 02:49:13
"Ernser, Cruickshank and Lind",KV-99194,Shirt,18,53.57,964.26,2013-11-09 07:53:05
Heidenreich-Bosco,GS-86623,Shoes,19,87.08,1654.52,2014-09-20 22:36:07
